Date,Open,High,Low,Close,Adj Close,Volume
2000-07-11,10828.900391,10902.299805,10749.099609,10874.799805,10874.789063,0
2000-07-12,10874.799805,11015.700195,10831.000000,10878.700195,10878.689453,0
2000-07-13,10878.700195,10974.799805,10783.000000,10848.200195,10848.189453,0
2000-07-14,10848.200195,11002.599609,10772.799805,11002.599609,11002.588867,0
2000-07-17,11002.599609,11063.900391,10892.500000,10949.200195,10949.189453,0
2000-07-18,10949.200195,10977.000000,10775.400391,10791.500000,10791.489258,0
2000-07-19,10791.500000,10924.400391,10747.099609,10850.700195,10850.689453,0
2000-07-20,10850.700195,10997.799805,10801.200195,10986.099609,10986.088867,0
2000-07-21,10986.099609,11039.500000,10845.000000,10879.599609,10879.588867,0
2000-07-24,10879.599609,10924.400391,10812.500000,10831.500000,10831.489258,5545600
2000-07-25,10831.500000,10842.200195,10703.400391,10714.599609,10714.588867,7368000
2000-07-26,10722.599609,10840.200195,10722.599609,10743.799805,10743.789063,6643800
2000-07-27,10743.799805,10856.599609,10713.400391,10726.000000,10725.989258,6989400
2000-07-28,10726.000000,10735.000000,10526.799805,10560.000000,10559.989258,6670000
